,date,text
10,"May 4, 2004","For immediate release                 The Federal Open Market Committee decided today to keep its target for         the federal funds rate at 1 percent.       The Committee continues to believe that an accommodative stance of monetary         policy, coupled with robust underlying growth in productivity, is providing         important ongoing support to economic activity. The evidence accumulated         over the intermeeting period indicates that output is continuing to expand         at a solid rate and hiring appears to have picked up. Although incoming         inflation data have moved somewhat higher, long-term inflation expectations         appear to have remained well contained.        The Committee perceives the upside and downside risks to the attainment         of sustainable growth for the next few quarters are roughly equal. Similarly,         the risks to the goal of price stability have moved into balance. At this         juncture, with inflation low and resource use slack, the Committee believes         that policy accommodation can be removed at a pace that is likely to be         measured.       Voting for the FOMC monetary policy actions were: Alan Greenspan, Chairman;         Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger         W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn;         Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.                            2004 Monetary policy        Home | News and events Accessibility       Last update: May 4, 2004        The Federal Open Market Committee decided today to keep its target for         the federal funds rate at 1 percent.       The Committee continues to believe that an accommodative stance of monetary         policy, coupled with robust underlying growth in productivity, is providing         important ongoing support to economic activity. The evidence accumulated         over the intermeeting period indicates that output is continuing to expand         at a solid rate and hiring appears to have picked up. Although incoming         inflation data have moved somewhat higher, long-term inflation expectations         appear to have remained well contained.        The Committee perceives the upside and downside risks to the attainment         of sustainable growth for the next few quarters are roughly equal. Similarly,         the risks to the goal of price stability have moved into balance. At this         juncture, with inflation low and resource use slack, the Committee believes         that policy accommodation can be removed at a pace that is likely to be         measured.       Voting for the FOMC monetary policy actions were: Alan Greenspan, Chairman;         Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger         W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn;         Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.                            2004 Monetary policy       "
11,"June 30, 2004","For immediate release                 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/4 percent. The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace and labor market conditions have improved.  Although incoming inflation data are somewhat elevated, a portion of the increase in recent months appears to have been due to transitory factors.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal.  With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation tomaintain price stability. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 2-1/4 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco.                            2004 Monetary policy        Home | News and events Accessibility       Last update: June 30, 2004        The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/4 percent. The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace and labor market conditions have improved.  Although incoming inflation data are somewhat elevated, a portion of the increase in recent months appears to have been due to transitory factors.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal.  With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation tomaintain price stability. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 2-1/4 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco.                            2004 Monetary policy       "
12,"August 10, 2004","For immediate release                 			 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/2 percent.The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  In recent months, output growth has moderated and the pace of improvement in labor market conditions has slowed.  This softness likely owes importantly to the substantial rise in energy prices.  The economy nevertheless appears poised to resume a stronger pace of expansion going forward.  Inflation has been somewhat elevated this year, though a portion of the rise in prices seems to reflect transitory factors.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal.  With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were:  Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-1/2 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.                      2004 Monetary policy        Home | News and events Accessibility       Last update: August 10, 2004        			 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/2 percent.The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  In recent months, output growth has moderated and the pace of improvement in labor market conditions has slowed.  This softness likely owes importantly to the substantial rise in energy prices.  The economy nevertheless appears poised to resume a stronger pace of expansion going forward.  Inflation has been somewhat elevated this year, though a portion of the rise in prices seems to reflect transitory factors.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal.  With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were:  Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-1/2 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.                      2004 Monetary policy       "
13,"September 21, 2004","For immediate release                 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-3/4 percent.	The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  After moderating earlier this year partly in response to the substantial rise in energy prices, output growth appears to have regained some traction, and labor market conditions have improved modestly.  Despite the rise in energy prices, inflation and inflation expectations have eased in recent months.    	The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.  With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were:  Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-3/4 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.                      2004 Monetary policy        Home | News and events Accessibility       Last update: September 21, 2004        The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-3/4 percent.	The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  After moderating earlier this year partly in response to the substantial rise in energy prices, output growth appears to have regained some traction, and labor market conditions have improved modestly.  Despite the rise in energy prices, inflation and inflation expectations have eased in recent months.    	The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.  With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were:  Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-3/4 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.                      2004 Monetary policy       "
14,"November 10, 2004","For immediate release           The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2 percent.The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  Output appears to be growing at a moderate pace despite the rise in energy prices, and labor market conditions have improved.  Inflation and longer-term inflation expectations remain well contained.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.  With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 3 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Kansas City.                      2004 Monetary policy        Home | News and events Accessibility       Last update: November 10, 2004        The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2 percent.The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.  Output appears to be growing at a moderate pace despite the rise in energy prices, and labor market conditions have improved.  Inflation and longer-term inflation expectations remain well contained.The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.  With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.  Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 3 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Kansas City.                2004 Monetary policy       "
15,"December 14, 2004","For immediate release            The Federal Open Market Committee decided today to raise its target for         the federal funds rate by 25 basis points to 2-1/4 percent.       The Committee believes that, even after this action, the stance of monetary         policy remains accommodative and, coupled with robust underlying growth         in productivity, is providing ongoing support to economic activity. Output         appears to be growing at a moderate pace despite the earlier rise in energy         prices, and labor market conditions continue to improve gradually. Inflation         and longer-term inflation expectations remain well contained.       The Committee perceives the upside and downside risks to the attainment         of both sustainable growth and price stability for the next few quarters         to be roughly equal. With underlying inflation expected to be relatively         low, the Committee believes that policy accommodation can be removed at         a pace that is likely to be measured. Nonetheless, the Committee will         respond to changes in economic prospects as needed to fulfill its obligation         to maintain price stability.       Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman;         Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger         W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn;         Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.       In a related action, the Board of Governors unanimously approved a 25         basis point         increase in the discount rate to 3-1/4 percent. In taking this action,         the Board approved the requests submitted by the Boards of Directors of         the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland,         Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas,         and San Francisco.       In addition, the Committee unanimously decided to expedite the release         of its minutes. Beginning with this meeting, the minutes of regularly         scheduled meetings will be released three weeks after the date of the         policy decision. The first set of expedited minutes will be released at         2 p.m. EST on January 4, 2005.                      2004 Monetary policy       "
16,"January 29, 2003","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent. Oil price premiums and other aspects of geopolitical risks have reportedly fostered continued restraint on spending and hiring by businesses.  However, the Committee believes that as those risks lift, as most analysts expect, the accommodative stance of monetary policy, coupled with ongoing growth in productivity, will provide support to an improving economic climate over time.In these circumstances, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals for the foreseeable future. Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson, and Robert T. Parry. 2003 Monetary policy  Home | News and events AccessibilityLast update: January 29, 2003The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent. Oil price premiums and other aspects of geopolitical risks have reportedly fostered continued restraint on spending and hiring by businesses.  However, the Committee believes that as those risks lift, as most analysts expect, the accommodative stance of monetary policy, coupled with ongoing growth in productivity, will provide support to an improving economic climate over time.In these circumstances, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals for the foreseeable future. Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson, and Robert T. Parry. 2003 Monetary policy "
17,"March 18, 2003","For immediate release The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent.While incoming economic data since the January meeting have been mixed, recent labor market indicators have proven disappointing.  However, the hesitancy of the economic expansion appears to owe importantly to oil price premiums and other aspects of geopolitical uncertainties.  The Committee believes that as those uncertainties lift, as most analysts expect, the accommodative stance of monetary policy, coupled with ongoing growth in productivity, will provide support to economic activity sufficient to engender an improving economic climate over time.In light of the unusually large uncertainties clouding the geopolitical situation in the short run and their apparent effects on economic decisionmaking, the Committee does not believe it can usefully characterize the current balance of risks with respect to the prospects for its long-run goals of price stability and sustainable economic growth.  Rather, the Committee decided to refrain from making that determination until some of those uncertainties abate.  In the current circumstances, heightened surveillance is particularly informative.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T. Parry.2003 Monetary policy  Home | News and events AccessibilityLast update: March 21, 2003 The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent.While incoming economic data since the January meeting have been mixed, recent labor market indicators have proven disappointing.  However, the hesitancy of the economic expansion appears to owe importantly to oil price premiums and other aspects of geopolitical uncertainties.  The Committee believes that as those uncertainties lift, as most analysts expect, the accommodative stance of monetary policy, coupled with ongoing growth in productivity, will provide support to economic activity sufficient to engender an improving economic climate over time.In light of the unusually large uncertainties clouding the geopolitical situation in the short run and their apparent effects on economic decisionmaking, the Committee does not believe it can usefully characterize the current balance of risks with respect to the prospects for its long-run goals of price stability and sustainable economic growth.  Rather, the Committee decided to refrain from making that determination until some of those uncertainties abate.  In the current circumstances, heightened surveillance is particularly informative.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T. Parry.2003 Monetary policy "
18,"May 6, 2003","For immediate releaseThe Federal Open Market Committee decided to keep its target for the federal funds rate unchanged at 1-1/4 percent. 	Recent readings on production and employment, though mostly reflecting decisions made before the conclusion of hostilities, have proven disappointing.  However, the ebbing of geopolitical tensions has rolled back oil prices, bolstered consumer confidence, and strengthened debt and equity markets.  These developments, along with the accommodative stance of monetary policy and ongoing growth in productivity, should foster an improving economic climate over time.	Although the timing and extent of that improvement remain uncertain, the Committee perceives that over the next few quarters the upside and downside risks to the attainment of sustainable growth are roughly equal.  In contrast, over the same period, the probability of an unwelcome substantial fall in inflation, though minor, exceeds that of a pickup in inflation from its already low level.  The Committee believes that, taken together, the balance of risks to achieving its goals is weighted toward weakness over the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T. Parry.2003 Monetary policy  Home | News and events AccessibilityLast update: May 6, 2003The Federal Open Market Committee decided to keep its target for the federal funds rate unchanged at 1-1/4 percent. 	Recent readings on production and employment, though mostly reflecting decisions made before the conclusion of hostilities, have proven disappointing.  However, the ebbing of geopolitical tensions has rolled back oil prices, bolstered consumer confidence, and strengthened debt and equity markets.  These developments, along with the accommodative stance of monetary policy and ongoing growth in productivity, should foster an improving economic climate over time.	Although the timing and extent of that improvement remain uncertain, the Committee perceives that over the next few quarters the upside and downside risks to the attainment of sustainable growth are roughly equal.  In contrast, over the same period, the probability of an unwelcome substantial fall in inflation, though minor, exceeds that of a pickup in inflation from its already low level.  The Committee believes that, taken together, the balance of risks to achieving its goals is weighted toward weakness over the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T. Parry.2003 Monetary policy "
19,"June 25, 2003","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1 percent.  In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 2 percent.	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, is providing important ongoing support to economic activity.  Recent signs point to a firming in spending, markedly improved financial conditions, and labor and product markets that are stabilizing.  The economy, nonetheless, has yet to exhibit sustainable growth.  With inflationary expectations subdued, the Committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time.	The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome substantial fall in inflation exceeds that of a pickup in inflation from its already low level.  On balance, the Committee believes that the latter concern is likely to predominate for the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Jamie B. Stewart, Jr.	Voting against the action was Robert T. Parry.  President Parry preferred a 50 basis point reduction in the target for the federal funds rate.	In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,         St. Louis, Kansas City, and San Francisco.2003 Monetary policy  Home | News and events AccessibilityLast update: June 25, 2003The Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1 percent.  In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 2 percent.	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, is providing important ongoing support to economic activity.  Recent signs point to a firming in spending, markedly improved financial conditions, and labor and product markets that are stabilizing.  The economy, nonetheless, has yet to exhibit sustainable growth.  With inflationary expectations subdued, the Committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time.	The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome substantial fall in inflation exceeds that of a pickup in inflation from its already low level.  On balance, the Committee believes that the latter concern is likely to predominate for the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Jamie B. Stewart, Jr.	Voting against the action was Robert T. Parry.  President Parry preferred a 50 basis point reduction in the target for the federal funds rate.	In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York,         St. Louis, Kansas City, and San Francisco.2003 Monetary policy "
20,"August 12, 2003","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent.	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period shows that spending is firming, although labor market indicators are mixed.  Business pricing power and increases in core consumer prices remain muted.	The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low is likely to be the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.	Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr. 2003 Monetary policy  Home | News and events AccessibilityLast update: August 12, 2003	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period shows that spending is firming, although labor market indicators are mixed.  Business pricing power and increases in core consumer prices remain muted.	The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low is likely to be the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.	Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr. 2003 Monetary policy "
21,"September 16, 2003","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period confirms that spending is firming, although the labor market has been weakening.  Business pricing power and increases in core consumer prices remain muted. The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr.2003 Monetary policy  Home | News and events AccessibilityLast update: September 16, 2003The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period confirms that spending is firming, although the labor market has been weakening.  Business pricing power and increases in core consumer prices remain muted. The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr.2003 Monetary policy "
